2011051800000061,新北投溫泉區,121.508447,25.137077,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000848.jpg,新北投站下車，沿中山路直走即可到達公車：216、218、223、230、266、602、小6、小7、小9、、小22、小25、小26至新北投站下車
2011051800000007,大稻埕碼頭,121.508274,25.056847,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000340.jpg,捷運站名：雙連站，轉乘紅33(固定班次)於大稻埕碼頭站下車。公車：9、206、274、641、669、704至大稻埕碼頭站及255、518、539至民生西路口站，再沿民生西路底方向步行約10分鐘抵達。 開車：沿著環河北路依大稻埕碼頭入口指引便可抵達。
2011051800000129,士林官邸,121.530849,25.091713,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D7/E150/F719/71eb4b56-f771-43bc-856c-2fb265a5cc6e.jpg,捷運：淡水線士林站（2號出口出站後左轉，步行約10分鐘）公車：「台電北區分處站」203、220、260、280、285、304、310、606、612、646、中山幹線、休閒公車109「小北街站」203、216、218、220、224、250、260、266、277、279、290、304、310、606「士林官邸站」203、279、310
2011051800000092,國立故宮博物院,121.5496,25.1013,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D14/E810/F21/48d66fbd-1ba3-4efd-837a-3767db5f52e0.jpg,搭乘捷運淡水線至士林站下車，轉乘 紅 30（低地板公車） 往故宮博物院至本院正館門口下車。或轉乘公車 255、304、815（三重-故宮博物院）、小型公車 18 、小型公車 19  於本院正面廣場前下車。 搭乘捷運文湖線至大直站下車，轉乘 棕 13 往故宮博物院至本院正面廣場前下車。或搭乘捷運文湖線至劍南路站下車，轉乘 棕 20 往故宮博物院至本院正館門口下車。
2011051800000693,北投圖書館,121.506343,25.136571,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D878/E726/F304/2d6e8b50-76ce-4b7e-a795-0357cd6f2b3e.jpg,新北投站下車，沿中山路直走即可到達公車：216、218、223、230、266、602、小6、小7、小9、、小22、小25、小26至新北投站下車
2011051800000057,陽明山溫泉區,121.547742,25.15579,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000985.jpg,捷運站名：捷運劍潭站，轉乘260、紅5公車至陽明山站。公車：109、260、260(區間車)、小9、小9(區間車)、紅5至陽明山站。
2011051800000029,關渡、金色水岸、八里左岸自行車道,121.465255,25.124904,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000979.jpg,捷運站名：唭哩岸站或北投站沿中央南路、大業路往大度路方向騎乘，約15分鐘便可抵達腳踏車道頂八仙社區入口，或由捷運關渡站轉乘小23，於關渡宮站下車反向騎乘。1.公車：218、266、302，於大業路站下車，循大度路方向進入及扺達腳踏車道入口，也可從知行路關渡宮方向及反向騎乘。 2.汽車：由臺北市區前往，可沿承德路北行，至七段與大業路交岔路口即底腳踏車入口，若從知行路關渡宮方向進入，停車問題比較容易解決。
2011051800000574,大安森林公園,121.5362,25.0296,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D11/E257/F345/546f42a1-cbfb-49fc-b4d8-c33f1c44190c.jpg,1、公車：建國南路：298新生南路：0南、72、109、211、280、290、311（藍）、505、642、642（綠）、668、672、675、松江幹線 和平路段：3、15、18、72、74、211、235、237、278、295、662、663、和平幹線信義路段：0東、20、22、204、38、信義幹線、指南客運3號至「大安森林公園」站下車即達。2.自行開車：下松江交流道，接建國南路高架後於信義路出口右轉可抵。3、停車資訊：附有地下停車場(2709-2940)
2011051800000685,地熱谷,121.511592,25.137940,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003993.jpg,新北投站下車，沿中山路直走即可到達公車：216、218、223、230、266、602、小6、小7、小9、、小22、小25、小26至新北投站下車
2011051800000550,南港山系-象山親山步道,121.571970,25.023757,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11001481.jpg,1.捷運象山站下車，往信義路五段中強公園方向步行，約15分鐘抵150巷22弄登山口。捷運永春站下車，往松山路永春高中方向步行 ，約25分鐘抵永春崗公園。2.公車33.46.207.612.621.277.博愛公車至「信義行政中心站」下車，或搭33.299至「永春高中站」下車沿五段150巷進入。
